,Unnamed: 0,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,closed_date,road_ramp,facility_type,bridge_highway_direction,taxi_company_borough,taxi_pick_up_location,vehicle_type,due_date
2920,827910,53086961,2022-01-17T20:46:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,155 RIDGE STREET,RIDGE STREET,STANTON ST,E HOUSTON ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003450020.0,MANHATTAN,989106,201728,ONLINE,Unspecified,MANHATTAN,40.72037214984266,-73.98248171571637,"{'latitude': '40.72037214984266', 'longitude': '-73.98248171571637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,50,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-19T10:06:00.000,,,2022-01-19T10:06:00.000,,,,,,,
2923,828541,53090491,2022-01-17T18:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,910 RIVERSIDE DRIVE,RIVERSIDE DRIVE,W 161 ST,W 162 ST,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021360170.0,MANHATTAN,999158,244725,ONLINE,Unspecified,MANHATTAN,40.838376281394325,-73.94612318158029,"{'latitude': '40.838376281394325', 'longitude': '-73.94612318158029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-19T10:06:00.000,,,2022-01-19T10:06:00.000,,,,,,,
2934,830732,53092675,2022-01-17T13:40:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,409 EDGECOMBE AVENUE,EDGECOMBE AVENUE,W 150 ST,BEND,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020540062.0,MANHATTAN,1001341,242200,ONLINE,Unspecified,MANHATTAN,40.83144193223592,-73.93824035725237,"{'latitude': '40.83144193223592', 'longitude': '-73.93824035725237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-19T10:07:00.000,,,2022-01-19T10:07:00.000,,,,,,,
2958,841229,53075867,2022-01-16T08:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10039,200 WEST  146 STREET,WEST  146 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1020310037.0,MANHATTAN,1001104,238949,ONLINE,Unspecified,MANHATTAN,40.82251932173864,-73.93910494138548,"{'latitude': '40.82251932173864', 'longitude': '-73.93910494138548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-19T10:04:00.000,,,2022-01-19T10:04:00.000,,,,,,,
2985,851849,53056663,2022-01-14T23:33:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,266 EAST BROADWAY,EAST BROADWAY,MONTGOMERY ST,SAMUEL DICKSTEIN PLZA,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003150001.0,MANHATTAN,988389,199585,ONLINE,Unspecified,MANHATTAN,40.71449049363063,-73.98506964987835,"{'latitude': '40.71449049363063', 'longitude': '-73.98506964987835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-18T12:53:00.000,,,2022-01-18T12:53:00.000,,,,,,,
3001,855158,53062962,2022-01-14T14:11:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,158 RIVINGTON STREET,RIVINGTON STREET,SUFFOLK ST,CLINTON ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003490032.0,MANHATTAN,988307,201294,ONLINE,Unspecified,MANHATTAN,40.71918132686732,-73.98536441323307,"{'latitude': '40.71918132686732', 'longitude': '-73.98536441323307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-18T12:53:00.000,,,2022-01-18T12:53:00.000,,,,,,,
3031,858290,53056708,2022-01-14T07:36:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,257 WEST  116 STREET,WEST  116 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1019220003.0,MANHATTAN,996356,232493,ONLINE,Unspecified,MANHATTAN,40.804807189119714,-73.95627154487345,"{'latitude': '40.804807189119714', 'longitude': '-73.95627154487345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-14T12:43:00.000,,,2022-01-14T12:43:00.000,,,,,,,
3042,860243,53049995,2022-01-13T20:46:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,272 MANHATTAN AVENUE,MANHATTAN AVENUE,W 111 ST,W 112 ST,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1018467504.0,MANHATTAN,995601,231481,ONLINE,Unspecified,MANHATTAN,40.80203052948308,-73.95900041412796,"{'latitude': '40.802030529483076', 'longitude': '-73.95900041412796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-14T12:43:00.000,,,2022-01-14T12:43:00.000,,,,,,,
3047,860687,53049954,2022-01-13T19:31:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,94 EAST BROADWAY,EAST BROADWAY,FORSYTH ST,PIKE ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002820054.0,MANHATTAN,986019,199326,ONLINE,Unspecified,MANHATTAN,40.71378039177593,-73.99361886738814,"{'latitude': '40.71378039177593', 'longitude': '-73.99361886738814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-14T12:43:00.000,,,2022-01-14T12:43:00.000,,,,,,,
3138,867517,53040178,2022-01-12T22:01:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,68 BAYARD STREET,BAYARD STREET,ELIZABETH ST,MOTT ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002010033.0,MANHATTAN,984751,199965,ONLINE,Unspecified,MANHATTAN,40.715534456771,-73.99819274642782,"{'latitude': '40.715534456770996', 'longitude': '-73.99819274642782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-13T12:29:00.000,,,2022-01-13T12:29:00.000,,,,,,,
3163,878876,53025820,2022-01-11T16:53:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10038,40 MADISON STREET,MADISON STREET,ST JAMES PL,JAMES ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1001110100.0,MANHATTAN,984814,198652,ONLINE,Unspecified,MANHATTAN,40.71193058124375,-73.99796559699668,"{'latitude': '40.71193058124375', 'longitude': '-73.99796559699668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13096.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-12T12:11:00.000,,,2022-01-12T12:11:00.000,,,,,,,
3187,886294,53019376,2022-01-10T22:05:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,416 WASHINGTON STREET,WASHINGTON STREET,LAIGHT ST,VESTRY ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1002187501.0,MANHATTAN,981329,202464,ONLINE,Unspecified,MANHATTAN,40.72239314269397,-74.01053798597952,"{'latitude': '40.72239314269397', 'longitude': '-74.01053798597952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-11T09:48:00.000,,,2022-01-11T09:48:00.000,,,,,,,
3200,892557,53019358,2022-01-10T07:12:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,118 WEST  112 STREET,WEST  112 STREET,ST NICHOLAS AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1018217502.0,MANHATTAN,997244,230773,ONLINE,Unspecified,MANHATTAN,40.800084999958514,-73.95306730205886,"{'latitude': '40.800084999958514', 'longitude': '-73.95306730205886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-10T12:13:00.000,,,2022-01-10T12:13:00.000,,,,,,,
3225,900723,52999168,2022-01-08T20:17:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,157 EAST    2 STREET,EAST    2 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003970012.0,MANHATTAN,988360,202595,ONLINE,Unspecified,MANHATTAN,40.72275223350124,-73.9851724218267,"{'latitude': '40.72275223350124', 'longitude': '-73.9851724218267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-10T12:14:00.000,,,2022-01-10T12:14:00.000,,,,,,,
3239,910368,52992458,2022-01-07T10:30:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,540 WEST  148 STREET,WEST  148 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020790050.0,MANHATTAN,998794,240823,ONLINE,Unspecified,MANHATTAN,40.8276670236716,-73.94744712043402,"{'latitude': '40.8276670236716', 'longitude': '-73.94744712043402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-10T12:15:00.000,,,2022-01-10T12:15:00.000,,,,,,,
3240,910476,52990587,2022-01-07T10:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10030,660 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,W 141 ST,W 145 ST,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020510033.0,MANHATTAN,999371,239026,ONLINE,Unspecified,MANHATTAN,40.822733801541865,-73.94536625521005,"{'latitude': '40.822733801541865', 'longitude': '-73.94536625521005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12427.0,37,4,36,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-10T12:15:00.000,,,2022-01-10T12:15:00.000,,,,,,,
3275,923119,52977680,2022-01-05T12:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,50 LISPENARD STREET,LISPENARD STREET,CHURCH ST,BROADWAY,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001947506.0,MANHATTAN,983367,201474,ONLINE,Unspecified,MANHATTAN,40.719676269728296,-74.00318543727603,"{'latitude': '40.719676269728296', 'longitude': '-74.00318543727603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-06T10:16:00.000,,,2022-01-06T10:16:00.000,,,,,,,
3276,923540,52977825,2022-01-05T11:42:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,633 WEST  142 STREET,WEST  142 STREET,BROADWAY,RIVERSIDE DR,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020890017.0,MANHATTAN,997357,239800,ONLINE,Unspecified,MANHATTAN,40.82486142976407,-73.95264153311408,"{'latitude': '40.82486142976407', 'longitude': '-73.95264153311408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-05T14:03:00.000,,,2022-01-05T14:03:00.000,,,,,,,
3280,924962,52974381,2022-01-05T08:31:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10039,225 WEST  152 STREET,WEST  152 STREET,ADAM CLAYTON POWELL JR BLVD,MACOMBS PL,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1020370011.0,MANHATTAN,1001524,240496,ONLINE,Unspecified,MANHATTAN,40.826764584884856,-73.93758346039277,"{'latitude': '40.826764584884856', 'longitude': '-73.93758346039277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-05T12:14:00.000,,,2022-01-05T12:14:00.000,,,,,,,
3309,935608,52952493,2022-01-03T19:00:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,15 GREENE STREET,GREENE STREET,CANAL ST,GRAND ST,,,ADDRESS,NEW YORK,,Closed,02 MANHATTAN,1002290036.0,MANHATTAN,983482,201947,ONLINE,Unspecified,MANHATTAN,40.720974551465126,-74.00277062682252,"{'latitude': '40.720974551465126', 'longitude': '-74.00277062682252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,57,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-04T11:12:00.000,,,2022-01-04T11:12:00.000,,,,,,,
3315,936290,52956316,2022-01-03T17:09:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10038,229 FRONT STREET,FRONT STREET,BEEKMAN ST,PECK SLIP,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1000970026.0,MANHATTAN,983708,197077,ONLINE,Unspecified,MANHATTAN,40.70760758113417,-74.00195492007015,"{'latitude': '40.70760758113417', 'longitude': '-74.00195492007015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13096.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-04T11:11:00.000,,,2022-01-04T11:11:00.000,,,,,,,
3318,937146,52960000,2022-01-03T15:15:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,311 WEST  120 STREET,WEST  120 STREET,FREDERICK DOUGLASS BLVD,MANHATTAN AVE,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1019470023.0,MANHATTAN,996818,233458,PHONE,Unspecified,MANHATTAN,40.80745520257999,-73.95460093421133,"{'latitude': '40.80745520257999', 'longitude': '-73.95460093421133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-04T09:01:00.000,,,2022-01-04T09:01:00.000,,,,,,,
3321,937843,52955097,2022-01-03T13:51:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,286 SOUTH STREET,SOUTH STREET,CLINTON ST,F D R DR,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002450001.0,MANHATTAN,988038,198134,ONLINE,Unspecified,MANHATTAN,40.71050800146238,-73.98633660613332,"{'latitude': '40.71050800146238', 'longitude': '-73.98633660613332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-04T11:11:00.000,,,2022-01-04T11:11:00.000,,,,,,,
3347,944287,52945175,2022-01-02T15:06:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,131 WEST  110 STREET,WEST  110 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1018200017.0,MANHATTAN,997042,230311,ONLINE,Unspecified,MANHATTAN,40.798817230920754,-73.95379778071263,"{'latitude': '40.798817230920754', 'longitude': '-73.95379778071263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-03T13:52:00.000,,,2022-01-03T13:52:00.000,,,,,,,
3353,945493,52946812,2022-01-02T11:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,656 WEST  162 STREET,WEST  162 STREET,FT WASHINGTON AVE,RIVERSIDE DR,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021360180.0,MANHATTAN,999514,244631,ONLINE,Unspecified,MANHATTAN,40.83811767058312,-73.9448368284078,"{'latitude': '40.83811767058312', 'longitude': '-73.9448368284078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-01-05T09:53:00.000,,,2022-01-05T09:53:00.000,,,,,,,
3401,967596,52914927,2021-12-29T14:19:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,45 TIEMANN PLACE,TIEMANN PLACE,BROADWAY,CLAREMONT AVE,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1019950016.0,MANHATTAN,995443,236379,ONLINE,Unspecified,MANHATTAN,40.81547438333629,-73.9595629400729,"{'latitude': '40.81547438333629', 'longitude': '-73.9595629400729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,37,4,23,17,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2021-12-30T10:11:00.000,,,2021-12-30T10:11:00.000,,,,,,,
3404,967981,52921199,2021-12-29T13:14:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,600 WEST  146 STREET,WEST  146 STREET,BROADWAY,RIVERSIDE DR,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020920036.0,MANHATTAN,998014,240662,ONLINE,Unspecified,MANHATTAN,40.82722637463156,-73.95026588011632,"{'latitude': '40.82722637463156', 'longitude': '-73.95026588011632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2021-12-29T14:45:00.000,,,2021-12-29T14:45:00.000,,,,,,,
3425,970546,52918089,2021-12-29T03:34:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,2026 7 AVENUE,7 AVENUE,W 121 ST,W 122 ST,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1019270031.0,MANHATTAN,998074,233150,ONLINE,Unspecified,MANHATTAN,40.80660795181896,-73.95006455262501,"{'latitude': '40.806607951818954', 'longitude': '-73.95006455262501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2021-12-29T12:34:00.000,,,2021-12-29T12:34:00.000,,,,,,,
3433,974056,52914506,2021-12-28T13:37:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,424 CONVENT AVENUE,CONVENT AVENUE,W 148 ST,W 149 ST,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020630013.0,MANHATTAN,999558,240495,ONLINE,Unspecified,MANHATTAN,40.826765466313056,-73.9446872534672,"{'latitude': '40.826765466313056', 'longitude': '-73.9446872534672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2021-12-29T12:34:00.000,,,2021-12-29T12:34:00.000,,,,,,,
3439,975663,52906784,2021-12-28T09:58:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,309 EAST HOUSTON STREET,EAST HOUSTON STREET,AVENUE B,ATTORNEY ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003500057.0,MANHATTAN,988868,202072,ONLINE,Unspecified,MANHATTAN,40.72131647429571,-73.98334007762529,"{'latitude': '40.72131647429571', 'longitude': '-73.98334007762529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,50,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2021-12-28T13:19:00.000,,,2021-12-28T13:19:00.000,,,,,,,
